entry,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_E_0,lep_E_1,lep_E_2,lep_E_3,lep_charge_0,lep_charge_1,lep_charge_2,lep_charge_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,lep_z0_0,lep_z0_1,lep_z0_2,lep_z0_3,lep_sigd0_0,lep_sigd0_1,lep_sigd0_2,lep_sigd0_3,lep_ptconerel_0,lep_ptconerel_1,lep_ptconerel_2,lep_ptconerel_3,lep_etconerel_0,lep_etconerel_1,lep_etconerel_2,lep_etconerel_3,min_mll,mZ1,mZ2,mllll
585,65.01721875,27.99649805,8.665888672,7.348599609,-0.2377334,-1.4531405,-0.721071,-0.6619144,2.9376476,-1.9835764,2.3263981,-0.50408125,66.86326563,63.13721094,11.01809668,9.018064453,1,-1,-1,1,13,13,11,11,-0.039855003,0.02301693,0.036697388,-0.006737709,2.7074907,1.2396083,0.75320935,0.9988721,0,0.10363547,0,0,0.017331932,0.012033587,0.117788956,0.04112974,15.77457286,76.95746412,15.77457286,98.92445109
586,174.3479688,46.41511719,32.40439453,7.25382666,-2.0862231,-0.7736626,-1.1946352,-0.46263626,0.65445286,2.8963947,-2.827507,-0.98902136,712.9605,61.0129375,58.41172266,8.044742188,-1,1,1,1,11,11,13,13,-0.027994156,-0.00198555,0.026399612,-0.016817093,0.69875115,4.900719,0.8476624,0.59687936,0,0,0,0.13816272,0.01662556,0.045117326,-0.028214555,0.06751253,205.6979536,205.6979536,26.94877956,280.2913762
587,47.45598047,44.49899609,28.14855469,7.121328613,1.4008902,1.3869767,-0.9980058,-1.3449221,-3.0337577,0.061084706,-1.1209279,-0.9533037,102.1535391,94.61738281,43.36960938,14.59319531,-1,1,1,-1,13,13,11,11,-0.017158508,-0.01748085,62.76042,62.687004,2.2744694,1.399555,2.0356646,0.08187292,0.02480304,0.026391305,0,0,0.026494855,-0.011885452,0.003164684,-0.075299956,5.4760611,91.88478058,5.4760611,217.1084067
588,46.55619141,41.39324609,22.72429883,21.92395508,0.47068235,1.0340765,1.2574531,-0.7973028,-2.5292134,0.2422075,2.204858,-0.4075823,51.80917969,65.5681875,43.18574219,29.26964453,1,-1,1,-1,11,11,13,13,0.01305294,0.04401493,0.027853012,-0.07502079,1.2488348,0.6354537,0.79129195,0.9019042,0,0,0,0,0.000599779,-0.010923263,0.003390125,0.057981066,69.3720842,89.86336722,69.3720842,166.2603183
589,45.14048828,40.87619922,10.73662695,9.703640625,0.7124155,1.3298492,1.5525715,0.20141567,2.4175782,-1.0118768,0.41037992,-0.16482677,57.08855859,82.67198438,26.4944707,9.901700195,1,-1,1,-1,13,13,13,13,-0.06381321,-0.040724754,-49.062653,-5.214053,2.3810973,0.8416563,0.06760083,4.7689886,0,0.025186993,0,0.28888372,-0.025620956,-0.002585067,0.18380256,0.021557353,15.95443976,89.19048691,15.95443976,115.2635521
590,54.30632813,44.09860547,19.71376563,8.543189453,1.0496627,1.2567068,0.5149361,-2.6021783,-1.0553195,-3.0961034,1.1235771,0.3365498,87.07322656,83.75252344,22.38592383,57.95372266,1,-1,1,1,11,11,13,13,0.002010346,0.038262367,-62.22619,72.47412,0.4451835,0.9366635,1.6563356,138.82402,0,0,0,0,-0.009465316,0.001354184,-0.007628897,-0.046041865,84.03461136,84.03461136,59.77291317,231.7252023
591,196.9969844,113.9252344,93.39170313,29.22613281,1.0612879,-1.6963867,1.6694971,0.8185623,1.8944252,-0.9874669,-1.9765462,-0.25316083,318.7510313,321.1295313,256.7262969,39.57675781,1,-1,1,-1,11,11,13,13,0.005050659,0.048791885,0.02517128,0.027944565,2.1710825,0.49827623,2.6349094,4.57262,0,0,0,0,0.004694278,-0.004100522,0.0094386,-0.019644018,91.5825913,631.3284052,91.5825913,910.8441522
592,68.69321875,61.30986328,21.47600781,12.4576084,-0.09502247,1.4918506,1.0029242,-0.6266309,-1.506586,1.8572495,1.525001,-0.08651188,69.00365625,143.1668594,33.21332422,14.98491016,-1,-1,1,1,13,13,13,13,0.09158611,-0.042865753,0.044485092,0.030611038,2.3984494,1.134923,0.057580754,0.2849013,0,0,0,0.123248465,-0.008719864,-0.001467823,-0.005819664,0.15323004,21.56766611,88.58686111,83.67797748,219.3664428
593,63.05621094,42.92737109,23.71251758,20.00170703,-0.004952971,0.7589134,-1.3357385,-1.1171916,0.58310425,-2.7780106,-2.1636562,0.49858847,63.05698438,55.89430469,48.20478906,33.83761328,1,-1,-1,1,11,13,11,13,0.039970398,-0.018745422,0.03543091,0.027843475,1.1508942,1.6442705,0.71257794,0.75600296,0,0,0,0,0.010709751,0.040690463,-0.014310624,-0.049872193,86.24553303,93.8799421,86.24553303,197.1971024
594,46.42336719,20.32345313,9.258664063,8.52409375,0.16025689,0.951191,1.0443941,0.6593301,2.620344,-0.79639095,-0.26074502,-0.45563838,47.02077344,30.23186523,14.78452539,10.44550879,1,-1,1,-1,11,11,13,13,-0.096291065,-0.009976864,0.09331107,0.011757374,1.8443578,1.0791492,0.6722568,1.5047908,0,0,0,0,0.020198673,0.040301196,-0.054176167,0.05491619,3.857675901,65.76166457,3.857675901,90.32863425
595,94.64004688,65.28740234,10.1341709,8.536427734,-0.18734585,2.0570886,1.6327173,1.8015958,-0.11371172,2.1502728,-0.4738812,-2.263681,96.30577344,259.5496094,26.92244336,26.56683398,1,1,1,-1,11,11,13,11,-0.06425476,-0.013134003,0.010719299,0.061595917,1.6275805,2.0750716,0.2599337,0.10975673,0,0,0.306152,0.24966753,-0.003859587,0.0435592,-0.038880907,0.099125534,38.45711928,83.05900386,50.93507917,286.9043504
596,34.49957813,31.43241992,7.943028809,7.210078125,-2.277451,-0.68118584,-2.028862,1.5985762,-3.103821,-0.0917795,-2.0380378,0.81415766,169.9852656,39.01149219,30.72725586,18.55935156,-1,1,-1,-1,13,13,11,11,-0.011569977,0.10052109,0.19838905,-22.76047,0.08330117,0.33238626,1.5429379,2.6114316,0,0,0.7923257,0,0.030226398,-0.020582573,0.12953708,0.15740953,87.87225922,87.87225922,47.59812062,160.6616947
597,49.537375,31.3247207,14.68856543,7.731436035,-0.3664348,-0.56254023,-1.7277433,-1.5856037,-0.8813736,-2.5423138,-1.0854067,-0.60697144,52.90055859,36.4131875,42.63814063,19.66514844,-1,1,1,-1,11,11,11,11,0.09425545,0.03195572,-0.14401627,-0.046182632,1.5054338,1.5820322,0.38061786,0.4207496,0,0,0,0,0.001523395,0.043457296,-0.000510938,0.3108092,5.272652365,58.67485462,5.272652365,90.50114838
598,194.7667344,31.72669727,16.06345508,11.06343262,-0.029125437,-0.42446432,2.4272628,2.493489,0.19399033,0.72690463,0.64797884,-2.4218364,194.849375,34.62796484,91.69109375,67.40986719,-1,-1,1,-1,13,11,11,13,-50.848988,0.12743568,-0.1945076,-1.2382774,333.62094,1.4218504,0.069072746,4.38901,0,0,0,0.29028222,-0.002141106,-0.015860816,0.082032464,-0.032836705,88.53871129,88.53871129,175.3613788,283.447054
599,44.338375,35.01708984,16.08409961,14.0491582,0.7575153,-0.41702017,2.3899682,2.29729,-0.2789693,-2.9628408,2.3358874,1.8868058,57.67978516,38.1063125,88.50098438,70.58100781,-1,1,1,-1,11,11,11,11,-0.045951843,0.016101837,-0.113220215,-0.3368225,0.86748743,1.3175527,1.4836745,0.6193949,0,0,0,0,0.004200267,0.15622576,-0.017395347,0.059143808,6.837873349,91.05197146,6.837873349,182.0891754
600,51.237625,31.30781641,14.17318457,9.790783203,-0.89650816,-0.14527805,0.09801183,-2.3832886,0.47907645,-2.1437793,0.8089637,-0.14165868,73.24480469,31.63878516,14.24131543,53.52005078,1,-1,1,-1,13,11,11,11,0.023166656,0.065870285,-0.20024109,-15.998046,0.122046046,2.4864054,6.9544106,0.57744443,0,0,0.16142555,0,0.011483539,0.08204294,-0.022131078,0.037341762,38.85247528,42.25567298,38.93636689,125.5970945
601,49.18025391,45.58503906,42.50228516,31.49857031,1.3007694,-0.90307343,0.75544184,0.27252007,-0.079840496,-2.4873943,2.4927268,0.8189949,96.99435938,65.47142578,55.21800781,32.67548242,-1,-1,1,1,11,11,11,11,0.049533844,0.070682526,0.019866943,-0.03350067,0.28002512,3.023345,0.916404,1.8177785,0,0,0,0,0.04629095,-0.008408264,-0.011191632,0.014780634,54.37708929,97.56265515,54.37708929,236.4351423
602,65.82957031,33.39161719,30.84527148,8.104914551,1.9350796,1.8476584,-0.023470335,-0.8971653,-3.1218927,0.810824,-0.56828076,1.6837234,232.6748906,108.5653906,30.85394922,11.59150488,1,-1,-1,-1,13,13,13,11,-0.07349396,-0.024311066,149.418,-0.047584534,1.9079562,0.39801916,171.91138,1.0806959,0,0,0,0.24449034,-0.007065975,0.003154165,0.013142423,-0.05742823,86.62551078,134.3879125,62.29914592,214.2740944
603,64.03230469,54.90714453,44.49212109,30.52196875,1.2457503,-0.14832154,-0.28648332,0.02112255,-0.89836717,2.656029,0.5766306,-2.8938918,120.4853594,55.51221094,46.3304375,30.52896094,1,1,-1,-1,13,11,11,13,-0.057305694,0.048857808,-0.13285565,0.09310639,1.6325678,3.0918372,0.14411364,2.2546306,0,0,0,0,-0.006587823,-0.019525494,0.010726978,-0.010560856,85.5089759,93.99841753,85.5089759,239.1989168
604,45.86232813,43.74373438,9.986008789,7.216754883,-0.28239688,-0.8614636,-1.6322362,-1.6508089,1.0185784,-1.7481142,3.073185,3.106122,47.70334375,61.00433984,26.51702344,19.49666797,-1,1,1,-1,13,13,13,13,-0.10681915,0.000209808,75.27002,75.37076,0.054819874,3.1954482,0.36078125,0.6082842,0,0,0,0,0.002578819,0.016275883,0.11245793,0.034020793,0.385755258,91.85772603,0.385755258,119.4217292
605,68.33853125,15.97095801,8.112094727,7.088604004,1.1694437,1.9365886,-2.1105797,1.6544955,2.415071,2.5912573,2.7533703,0.58866775,120.6428516,56.53128125,33.96612109,19.21617969,-1,1,-1,-1,13,13,11,13,-0.03309059,0.084596634,-0.03479767,0.17111206,0.42284346,1.1919271,0.7956144,8.688749,0,0.079128265,0,0.4074973,0.003159966,0.020321557,0.01018279,-0.06632449,18.17441842,26.6136203,50.47740958,160.5819345
606,47.61446875,36.38969531,11.08609277,8.761415039,-1.0507635,-1.9698567,0.9096271,0.6063954,2.8479824,-0.08701532,-2.5713348,-1.9955622,76.40942188,132.9884375,15.99797266,10.42223926,-1,1,-1,1,11,11,13,11,-0.018377304,-0.035707474,5.6934605,6.288376,3.8129416,0.6642809,2.3942811,7.082805,0,0,0,0,0.003951025,-0.00957788,0.025708677,0.21653518,46.45679732,91.79672518,6.35123877,161.3523934
607,49.67487109,21.7121582,14.50408594,7.076736816,0.6807091,2.3026264,1.7990901,-1.2843617,0.20455389,-3.0668752,2.6026812,-1.7056423,61.63498438,109.6508359,45.032375,13.76138281,-1,1,-1,1,11,11,13,11,0.063051224,0.18153381,2.2679834,-12.123966,0.46013734,0.84262264,34.00362,2.477139,0,0.08853007,0,0,0.011645238,0.029032292,0.078089006,0.19713497,52.836446,88.38798302,48.23343781,148.7242295
608,71.79502344,51.5050625,19.33379688,15.3962666,-0.03742655,0.8593434,0.79072976,1.1167716,2.9586818,-3.0785701,0.2175062,0.31671777,71.84539063,71.72207813,25.69963086,26.03747656,-1,1,-1,-1,13,11,11,11,114.94794,-0.02927208,-0.031469345,0.13711166,109.693344,1.1179098,1.1604269,1.2518293,0,0,0,0,-0.007509102,-0.012562675,0.020952057,-0.07378596,56.3384421,62.96131236,76.12316455,150.6953906
609,48.51113672,37.27887109,22.82170117,18.19237109,0.5096589,-0.2831888,0.7357426,1.6258233,1.2835963,1.3729906,-1.1867574,3.1247702,54.94924219,38.78369531,29.28249609,48.02195703,-1,1,-1,1,13,11,13,11,-0.032133102,-0.025642395,-0.017377853,-0.065130234,2.2117386,2.4671988,18.450607,0.31097803,0,0,0.30669692,0.116704136,-0.008286086,0.0333009,-0.004515999,0.18569629,999,34.81483732,38.80244004,138.5031889
610,57.11960938,25.55506055,18.98531836,8.3463125,-0.6407409,-1.5649306,-1.2727817,-2.3306735,-0.5548139,2.7926643,2.3146212,-1.4125149,69.25148438,63.77834375,36.55455078,43.32623828,-1,1,-1,-1,11,11,11,13,0.021575928,-0.04339218,0.095653534,0.9735527,0.50111586,1.6595526,3.130314,11.933018,0,0,0.13023275,0,0.013923544,0.010914787,0.45179623,-0.014925072,12.2671254,84.35161686,27.84886127,124.7389691
611,67.31815625,55.06213281,46.80296094,22.53487305,-1.0581927,0.045941725,0.5864515,0.24481949,2.0171807,-2.3391886,1.9069688,-1.9107221,108.6596406,55.12025,55.08465234,23.21358398,-1,1,-1,1,11,11,11,11,0.001899719,-0.13575363,0.017101288,0.055171967,1.1236049,1.2115786,0.14872737,2.4440613,0,0,0,0,0.002540213,-0.005645284,-0.01557938,-0.006953846,62.2821643,122.4511172,62.2821643,214.9214726
612,50.36077344,41.28347656,35.27455469,33.95068359,0.42118472,1.1385145,1.2016016,1.9533062,-3.0655377,-0.19472225,0.43927845,-3.139554,54.89411328,71.05764063,63.95542969,122.1167266,1,1,-1,-1,11,13,11,13,0.01745987,-0.023298264,-0.070804596,0.15267944,2.3761022,0.3037502,5.122364,2.5016198,0,0,0,0.116031885,0.011358442,-0.007756133,0.02449699,0.009903996,80.84247409,89.50978938,80.84247409,185.8679577
613,44.97389453,31.77132227,7.11970166,7.020480469,-2.187734,-2.0054364,-1.7443099,-1.7471706,1.5377526,-1.3446565,-1.5983366,-2.0856652,202.9932656,120.1581406,20.99143359,20.75494922,1,-1,1,-1,13,11,11,13,0.0421772,0.034519196,-0.20682716,0.029338837,4.1932297,1.1117198,0.7862754,1.086004,0,0,0,0.18297714,-0.008678247,0.044209212,0.054630294,-0.038797583,5.476519623,35.40446352,5.476519623,91.86725629
614,49.41400781,41.75958203,12.13350293,9.35302832,1.1225934,0.6553517,-1.9599434,-1.1362615,2.0283287,-1.6066635,1.257094,-0.7646576,83.96051563,51.05274219,43.92214453,16.06939941,-1,1,-1,1,11,11,13,13,0.031181335,-0.030483246,0.09554672,-0.32929802,1.0135418,0.75163066,0.33055073,5.9345145,0,0,0.13334379,0.119454175,-0.00915358,0.013980961,0.07541575,-0.029128201,20.18397732,90.66721042,20.18397732,189.8475173
615,87.19961719,64.01751953,47.81604688,21.24638672,-1.5126007,-1.2292384,-1.7459589,-1.8743895,1.3175966,-0.85051364,-2.550129,-2.1379545,207.4851875,118.7890391,141.1977813,70.85984375,1,1,-1,-1,13,13,13,13,0.03756714,-0.020792007,-0.04001808,-0.14723396,2.818733,0.41029343,0.4854314,2.5392754,0,0,0,0,0.002239007,0.026686603,-0.000246143,0.004024226,50.45614072,121.6665601,50.45614072,225.0549423
616,78.1916875,22.044375,13.11724902,12.94616309,-0.26789796,-1.2367396,-0.12225131,1.8565655,0.095659435,1.8265384,1.4887915,1.1857506,81.01439063,41.16450391,13.21539258,42.44995313,-1,1,1,-1,11,11,11,11,0.004592896,-0.052913666,-0.13679886,0.052322388,1.1661947,2.1377478,2.971625,0.45039093,0,0,0.23789638,0.61719,-0.006294475,0.041147996,-0.027667964,0.25118884,30.45994414,76.47349069,41.3591948,149.3940181
617,47.88055469,37.35717969,9.612064453,7.154876465,0.87142384,1.7957591,1.723314,-0.027011264,-1.8558393,1.3831798,-1.4996438,-2.8913457,67.24027344,115.6213516,27.78626953,7.158266602,-1,1,-1,-1,11,11,11,13,-0.005058289,-0.052633286,-0.12051582,0.10605621,1.6017036,0.60615414,0.31944054,2.110125,0.02442984,0,0.32894006,0,-0.025146756,0.055758055,0.19138815,-0.09608518,37.60710877,93.69079234,19.58035026,116.3777299
618,38.62629688,33.98069141,9.173009766,7.618006836,0.082714856,0.46628547,1.246177,1.0544918,0.05040679,-2.6540754,-2.2433274,-1.9926374,38.75850781,37.7421875,17.26680273,12.2612002,-1,1,-1,1,11,11,13,13,0.098651886,-0.10058212,0.045894623,0.012687683,0.7435109,1.5221571,1.3054085,0.3664461,0,0,0,0,0.00539695,-0.010681691,-0.07189993,-0.0840406,2.643896467,72.10317507,2.643896467,92.35230315
619,30.10259766,21.82319727,13.53911426,11.41337012,-1.1851655,0.68407744,-1.2544168,-0.07134993,-0.31525582,2.0545623,-1.1518066,2.8316286,53.83745313,27.131875,25.66384766,11.44243457,1,-1,-1,1,13,13,13,11,0.003344327,0.014643163,-0.05319284,-0.3213331,2.0111313,0.51063,0.34307018,11.439221,0,0,0.42705846,0.8114349,-0.004886384,-0.040442154,-0.06518721,0.061382525,16.46130932,72.81590349,27.52533679,105.6145635
620,27.84602148,25.67138086,12.8803623,12.48167188,-0.6122897,-2.1519535,-1.9356341,-2.2882888,1.881847,-0.9870619,-0.49267066,-2.031758,33.23086328,111.9002891,45.54991406,62.15557031,1,-1,-1,1,11,11,11,11,0.045074463,-0.29484558,-0.02274704,-0.089515686,0.26186833,2.0678613,0.3286417,2.184309,0,0,0,0,-0.025519917,-0.015496499,-0.000984396,-0.024918064,18.02774922,69.73887493,18.20838601,99.97187778
621,94.48998438,21.33904297,18.63184766,7.792473145,-0.72956735,-0.4633317,-0.08237188,-0.5240922,0.36722025,-2.5502732,-1.4419596,-0.9578831,120.7723984,23.67080664,18.69539258,8.888011719,1,-1,1,-1,11,11,13,13,-0.014795542,0.06005764,-0.042952776,-0.028253794,2.5884733,1.0594997,0.3748237,1.2925177,0.019871157,0,0,0,0.020560654,0.022295505,0.018934267,0.031265095,7.887089501,90.04571618,7.887089501,123.5778726
622,48.21380469,19.05013867,8.159036621,7.196196777,-1.5579199,-0.49831,1.0505908,-1.093626,3.0308578,1.1488816,-2.7086966,-2.7071621,119.5583281,21.46468555,13.09188965,11.94643457,-1,1,-1,-1,11,11,13,13,0.060836792,-0.09275818,-0.025941849,0.049926758,2.1888125,1.177115,8.306645,0.8244015,0,0,0.33854485,0.16430499,0.000265433,0.10912577,0.074771896,0.020232733,59.42070171,59.42070171,19.76463426,101.6173761
623,54.50076563,40.45424609,36.48880469,33.6888125,0.17394394,-0.8552187,0.4680722,-0.010332454,-2.534263,-0.59116167,1.7584294,0.392355,55.32734766,56.17241406,40.55965234,33.69060938,-1,-1,1,1,11,13,13,11,0.04741478,-0.005992889,-0.03199196,0.038562775,5.422287,2.0794961,2.7403984,1.6056658,0,0,0,0,-0.01817873,0.005811613,0.10966492,0.004880851,85.57022132,89.5029828,85.57022132,184.8237333
624,28.82400195,21.88960547,20.24839258,7.107744629,-0.4118614,2.0108292,-0.23531295,0.96544635,3.1027641,0.2455453,2.5335605,2.684209,31.30346094,83.2175625,20.81185156,10.68620898,1,-1,1,-1,11,11,13,13,0.18081856,0.16017914,29.169952,29.745178,2.124852,0.39568496,8.321729,5.264323,0,0.05688928,0,0,0.02615117,0.10572945,0.066756375,-0.07741621,15.39414693,91.5522405,15.39414693,121.9180026
625,59.47448047,37.57712891,22.68213867,16.14761719,-0.5251407,1.5901101,1.2534912,1.996183,2.4779546,-2.2360337,0.9561424,-2.2084603,67.86540625,95.97564844,42.96060547,60.52748828,1,1,-1,-1,11,13,11,13,-0.022825241,-0.000440598,0.013017654,0.006406784,0.12705408,0.038871057,1.4223332,0.5157328,0,0,0.07526488,0,0.026209148,-0.007122577,0.017250335,0.003697394,10.09686409,89.91212161,10.09686409,210.3314971
626,115.9922422,76.24909375,51.02216016,22.96775586,-2.3388574,-1.8238623,-2.227134,-2.2483292,-2.976327,-0.29935458,0.8556906,1.198661,606.9769375,242.3632031,239.3217031,109.9865234,-1,1,-1,1,11,11,13,11,0.05934906,-0.07219696,-0.11628342,0.1633606,2.7874346,5.6939473,0.9318397,0.13267684,0.010751387,0.02652535,0.024334757,0.05135851,0.016956622,0.003389605,0.001264047,0.008574721,89.87485063,189.4730016,11.70629489,272.0262039
627,60.78035156,28.57151953,22.63160742,13.10236133,-2.0703678,-2.3369017,-0.058357112,-0.22441919,-2.278424,0.4473333,2.7828138,0.33184284,244.7587656,149.2254531,22.67040039,13.43410742,-1,1,-1,-1,11,11,13,13,-0.18605328,0.21997929,104.77261,-2.2937355,0.5068575,0.8980741,80.50559,0.29920486,0,0.065707415,0,0.3573055,0.006979761,0.003778549,-0.039805114,-0.040199567,82.30712724,82.30712724,32.53390963,183.2434707
628,70.2349375,58.43755859,26.6347832,20.18396289,0.54917836,2.3309307,1.6915996,1.8383294,2.3129337,-1.2588388,1.099185,-0.57813275,81.09521094,303.42875,74.74228125,65.04402734,1,-1,1,-1,13,11,11,13,0.007633209,0.13623047,-0.015457153,-0.14229584,1.5601193,0.35946852,1.111251,1.4717277,0,0,0,0,0.015987827,0.034554426,0.008020783,-0.003011203,77.3066262,91.01028629,77.3066262,232.3004151
629,39.16313281,21.309125,13.21078613,7.862333008,0.3637158,-1.6920373,1.5052187,1.7041392,-2.549407,1.3433093,-1.5735391,-1.529786,41.78237891,59.82202344,31.22458398,22.32344922,-1,1,-1,1,13,13,13,11,0.03594923,0.03992462,22.7362,22.17972,2.7165012,1.1243827,5.748985,2.300085,0,0,0,0,0.020348703,0.09346851,-0.022382708,0.10554205,86.29978934,88.58208556,2.083615963,150.8921851
630,44.38508203,20.0735,12.64922168,11.16196973,0.14303641,-1.133216,-2.3299882,-2.5244215,0.7620602,-2.5957153,-1.3322628,0.542433,44.83990234,34.40237109,65.61857813,70.11832031,-1,1,1,-1,11,13,11,13,0.07984543,0.17429352,0.21490479,0.61993027,0.16815473,17.698143,0.9429848,1.2229518,0,0.5832872,0,0.45304045,0.012863887,0.062939204,0.08117466,-0.04253551,37.47744603,85.24303499,37.47744603,145.5723652
631,38.44837109,14.18481152,13.56033105,12.94329102,-0.09303076,-0.42311308,-1.3934103,-1.384329,0.6324929,-2.1933491,-2.7704766,-2.7694685,38.61501563,15.47394336,28.99755469,27.45705273,-1,1,1,-1,13,13,13,13,-0.025766373,0.107429504,0.27121162,-0.28704262,1.5552086,3.0660484,7.5456214,0.36707136,0,0,0.95138305,1.0808474,0.008380856,0.001905549,-0.021536328,-0.02256302,0.244141517,55.34625517,15.56993488,93.05990985
632,69.29564844,68.64165625,29.2074375,27.72142383,-0.005990466,2.5940707,-0.19375774,1.8533055,-1.5819052,1.2909604,1.7785423,-2.1046448,69.29689063,461.9191875,29.7574082,90.61578125,1,-1,-1,1,11,13,11,13,0.10008907,-5.397174,-0.08945179,-0.053254128,1.7051598,0.8582265,0.6810114,1.6058513,0,0,0,0,0.014001538,-0.002631801,0.01579339,-0.006516662,89.83765507,92.63997193,89.83765507,369.1141833
633,177.4746875,17.96685156,9.779250977,7.94188916,-1.56963,-0.9826281,-0.7001399,1.5493293,-0.5488479,-2.4834583,-0.7150026,1.9308113,444.839625,27.36166406,12.27610547,19.53983398,1,-1,1,1,11,11,13,11,-0.055940628,0.0259552,15.661035,15.676516,1.6351132,1.9932259,0.7413816,1.3435738,0,0.1189169,0.13515197,0,0.008041983,-0.031263098,-0.070641845,0.16165929,43.47351544,98.88004399,29.68719284,220.4554897
634,39.96263672,21.10431836,20.19653906,9.933867188,0.736508,0.33827066,0.5488775,0.18178324,2.2504086,-0.8108673,-0.108314954,0.10972162,51.30039063,22.32357813,23.31595898,10.09845313,-1,1,-1,1,13,13,11,11,-0.070762634,0.007667542,0.019713402,0.18230057,0.74241877,1.838073,0.66033983,1.194406,0,0,0,0,-0.01563278,-0.035554353,0.08935717,0.06336786,6.069752087,59.19192638,6.069752087,89.81479945
635,69.35876563,35.71174219,32.56841211,18.1455918,0.39195675,-0.7349097,0.78387946,1.1736054,0.9077519,-1.4640464,-1.6149256,2.637382,74.755125,45.79761719,43.0975,32.14400391,1,-1,-1,1,11,13,11,13,0.00579834,0.014091492,-0.05595398,0.17512512,0.38903922,2.612718,3.6720202,0.176433,0,0,0,0,0.009303421,0.047330625,0.06262269,-0.037178762,72.17476188,92.46104162,72.17476188,185.8761766
636,60.74657422,47.5283125,25.815625,18.79902734,2.0445666,1.0496223,2.124333,-0.67987835,1.7112598,-0.31285396,-0.527329,-2.8681304,238.5896406,76.20314063,109.5463672,23.31376563,1,-1,1,-1,11,11,11,11,-0.10585785,0.005689621,-0.17526245,0.013275147,0.5892733,1.5176481,0.069828354,0.1479034,0,0,0,0,0.003907638,-0.011463757,0.01756922,0.013020604,40.18883889,133.3812599,40.18883889,226.5020679
637,69.26554688,61.60080469,22.51624219,10.38540039,0.6706549,0.2995066,1.8880124,1.1466175,1.3085401,0.16544558,1.3577127,-2.9596426,85.43528125,64.38453125,76.07792188,17.99425195,1,-1,1,1,11,13,13,13,0.031633377,0.08705521,-0.00160408,-0.38355637,1.6417646,1.6409426,6.4074545,8.779822,0,0,0.23275638,0.63049865,-0.000131099,0.005318265,0.1448959,0.25144097,55.19136357,77.77913724,47.14971192,142.4940284
638,61.49449609,43.64830078,26.43841602,24.5252207,-1.1243793,-2.2276752,-0.31149313,-0.60215884,-0.17844093,2.0292532,-3.053914,-2.004629,104.6378438,204.8425781,27.7316543,29.10776367,1,-1,-1,1,13,13,13,13,0.03521347,-0.17805862,-0.035053253,-0.049934387,2.1493,0.95304346,0.49845284,0.91659874,0,0,0,0,0.011871517,-0.003970067,0.00520602,-0.008006974,26.57004121,110.3327091,26.57004121,196.9026712
639,103.0720703,69.01076563,37.24619141,19.33234766,0.2543561,-0.29381895,0.6432049,-0.65357256,0.41843373,3.1070142,1.421357,2.6118524,106.4243672,72.01109375,45.22011328,23.61064453,-1,1,-1,1,13,11,11,13,0.014045715,0.027021408,-0.040826797,0.018239975,1.1498882,0.25724232,0.1610863,1.7828048,0,0,0,0,0.00130921,0.004330236,0.002249236,0.032676775,89.82186769,90.31514183,89.82186769,228.8252717
640,47.84876563,43.07012109,12.55826563,9.587878906,-0.81490153,-1.13498,-0.47260526,0.7962887,-0.043168038,2.8461428,-1.9996359,1.1410261,64.63497656,73.91995313,13.98744434,12.79208691,-1,1,-1,1,11,11,13,13,-0.08806133,-0.16060257,-16.893097,-16.9571,2.628936,0.71217996,9.456244,20.263182,0,0.023512788,0,0,-0.019185994,0.018976917,-0.022486746,0.009914812,26.51393068,91.24627818,26.51393068,130.3867929
641,525.5890625,28.19070703,7.61532666,7.124020996,0.07175667,-1.1817397,0.6143312,0.67469084,2.26247,-2.4809763,0.5436976,0.57484025,526.9428125,50.27510156,9.098730469,8.808558594,-1,-1,1,-1,13,11,13,13,-6.502552,-0.12814331,115.976166,116.04906,40.942257,0.9255488,0.5893928,0.94655067,0,0.28948152,0,0,-0.001774924,0.025951626,0.084845,0.084721714,0.543146434,101.9485492,41.43822335,280.7819236
642,129.7989766,122.1092969,45.07478125,37.04382813,-0.766037,-0.3465178,0.088765934,-1.3919877,-0.4513959,2.7368946,1.5451815,-1.8243989,169.782,129.5140625,45.25248047,79.11492188,1,-1,1,-1,13,11,11,13,0.063137054,0.050502777,0.22485352,-0.053035736,5.0501933,1.704394,0.423084,1.7710632,0,0,0,0,0.016113382,-0.007004441,-0.002372189,0.001570695,89.40794302,98.35197602,89.40794302,362.9475151
643,41.22457031,35.97170313,9.787772461,8.453364258,-0.56973964,-1.6454631,0.029892677,2.1186874,-1.8120767,1.5584242,0.34533286,-2.2666123,48.09834375,96.69792969,9.79271582,35.67503906,1,-1,-1,1,11,11,13,13,0.097940445,-0.015111923,-11.094269,-11.240013,0.022300664,2.2680318,11.457386,1.7106376,0,0,0,0.12234247,0.001646967,0.008862616,0.01803026,0.011733947,28.65755212,87.99038913,28.65755212,172.5766041
