entry,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_E_0,lep_E_1,lep_E_2,lep_E_3,lep_charge_0,lep_charge_1,lep_charge_2,lep_charge_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,lep_z0_0,lep_z0_1,lep_z0_2,lep_z0_3,lep_sigd0_0,lep_sigd0_1,lep_sigd0_2,lep_sigd0_3,lep_ptconerel_0,lep_ptconerel_1,lep_ptconerel_2,lep_ptconerel_3,lep_etconerel_0,lep_etconerel_1,lep_etconerel_2,lep_etconerel_3,min_mll,mZ1,mZ2,mllll
0,49.13834375,43.45164844,43.01826953,27.35221289,-1.6573768,-1.0109897,-0.020450987,0.04534673,1.0515057,-2.2011163,1.9958615,-3.0341716,133.5622188,67.61464063,43.02739453,27.38054492,1,-1,1,1,11,11,13,13,-0.011413097,-0.001413345,-76.80826,-115.44186,1.3584646,0.4477781,23.169012,212.74484,0,0.03348935,0,0,0.018593699,-0.017460208,-0.029428415,0.014508961,97.14869694,97.14869694,40.29181953,197.1269625
1,175.5587344,138.8466719,106.6965313,79.77672656,2.076854,0.9641987,0.4538123,2.3985784,1.2929627,-2.2561386,-1.7970102,0.5870669,711.4210625,208.5459219,117.8732734,442.6955625,-1,1,-1,1,11,13,13,11,-0.09830761,0.012066841,-0.00073719,-0.27102375,0.6888873,0.34055516,0.46705887,0.37828082,0,0,0,0,0.011549956,-0.002642782,-0.003439113,0.028124513,83.73785323,90.31021528,83.73785323,649.2719311
2,65.28406641,37.29076563,12.42692578,8.804564453,0.103151694,0.43131045,0.98646265,1.1151001,2.3295352,-2.4817212,2.2234292,2.4967396,65.63169531,40.81344922,18.9800918,14.87021094,-1,1,-1,1,11,11,13,13,0.08741522,0.004169941,-0.13719416,-0.013000965,1.2382544,2.7572718,0.79560846,0.13641539,0,0,0,0,0.0046986,0.09009251,0.1311396,0.2080674,3.159233711,68.21225882,3.159233711,87.90709765
3,74.58365625,15.14743555,10.81619922,10.17041211,-1.5594652,-0.8108869,0.97236824,-0.800678,2.3285642,-0.64966524,-1.2148714,-0.65732676,185.2108125,20.40636914,16.34570313,13.60880176,-1,1,-1,-1,11,11,13,13,0.066898346,0.057777405,0.015987396,-0.5140648,4.2975073,2.2635176,1.6376543,1.3391668,0,0,0,1.3474337,0.032267746,0.14114419,-0.030601531,-0.032544624,71.77830349,71.77830349,21.90499736,146.7189006
4,146.7847031,127.5399688,33.56217969,29.77612891,-0.20137234,-0.26222968,-0.2997417,0.47760347,0.56058794,-2.2311037,2.0015476,2.9714534,149.7708906,131.9502656,35.08119922,33.23721875,1,1,-1,-1,11,11,11,11,0.045618534,-0.034900665,0.013465405,0.007009506,0.39560983,1.0707232,2.0920117,1.3726515,0,0,0,0,0.003487843,0.007520295,-0.01434755,-0.009958221,78.70730799,131.6984548,111.8855822,344.7759358
5,135.6806875,82.89479688,62.50809766,42.55290625,1.4913375,0.73802865,1.2436671,0.5755266,-0.7563026,-2.7576957,2.2719328,-1.1226101,316.6859063,106.5141406,117.4100156,49.797125,-1,-1,1,1,13,11,11,13,0.007106781,0.04944992,0.000431061,0.02557373,1.0648052,0.20143452,0.83578306,0.8700302,0,0.012180528,0,0,-0.006926158,-0.020372944,0.013170359,-0.004435052,77.17907046,92.10695649,77.17907046,326.5837902
6,41.99889063,29.3845,20.66120313,7.902932617,-1.8758088,-0.30830655,-0.35553524,1.6167797,-0.2621483,3.032445,-1.156216,-2.0574298,140.2621563,30.79213867,21.98111328,20.68743164,-1,1,1,-1,11,11,13,11,-0.016309738,-0.068647385,-0.016111374,0.20522499,1.7627383,0.8468744,6.2745643,1.9168009,0,0,0.26688668,0,-0.000627749,-0.012854338,0.06727876,0.09074745,38.14118835,92.81142914,31.52180007,164.3927753
7,67.71317969,42.79181641,12.74254199,10.29109277,-1.5264179,-0.06150811,-0.6896634,-0.6163658,-1.4037814,-1.353487,-0.32475498,-0.3771284,163.1540938,42.87278906,15.89533105,12.30905078,1,-1,-1,1,11,11,13,13,0.051647186,0.18583775,-0.049785614,0.01335144,1.663426,0.21571973,2.0921476,0.24739696,0,0,0.80214286,1.159122,0.000216623,-0.017704157,-0.08090987,0.59697443,1.05350952,86.13962974,1.05350952,107.4225851
8,133.9970625,131.7169219,121.5518203,95.29192188,-0.35287458,-1.5085887,-0.7467674,0.18789968,2.0932736,-1.2758695,-1.0894285,1.5077916,142.4267188,312.2724375,157.0488594,96.97913281,1,-1,1,-1,13,13,13,13,-0.009035111,-0.010433197,0.036806107,-0.04384613,0.9994238,0.011019947,0.5074389,2.3334746,0,0,0,0,0.0059999,-0.000467533,-0.00680767,-0.008683681,89.88556433,309.849456,232.0784711,574.6418819
9,48.98341016,17.64312109,10.87682813,9.635456055,-1.2624359,-0.732926,-0.6744958,-1.0499095,-3.0401354,0.13334665,0.46578038,0.23613784,93.48449219,22.59810547,13.44624023,15.45219727,-1,1,-1,1,13,13,11,11,-0.038269043,0.025945663,-0.044591904,0.051872253,2.561614,1.8441916,0.28560507,2.4042168,0,0,0,0,-0.013212636,0.0466904,0.018960433,0.015775705,4.521878926,60.86129912,4.521878926,88.97608995
10,55.93736719,29.54140039,22.38159961,7.205318359,-1.6952757,-1.0505275,-0.9312887,1.9560208,-0.9459597,2.5497909,0.7330631,2.6502557,157.511125,47.39799609,32.80944531,25.98437305,1,-1,-1,-1,11,13,11,11,0.09963226,0.06267929,-0.0648613,0.85954285,0.61555344,0.6975405,2.0543644,41.861847,0,0,0.06836612,0,0.008111255,0.004763954,0.029341927,0.0498278,59.50948893,127.5220579,40.66621611,188.349788
11,39.49978516,24.44310156,18.71754883,11.69200586,-0.6772306,-0.628162,-0.20237544,0.013021556,-2.3955433,-3.0254736,-1.7607795,-1.8806579,48.90944141,29.4264375,19.1021543,11.69347461,-1,1,-1,-1,11,13,11,13,0.04981613,-0.008720398,0.26057816,-0.29318237,1.1607339,0.07945433,10.394893,13.26281,0,0,0.70812994,2.033275,-0.011346808,-0.013084223,0.52362984,0.10923982,21.37807791,21.37807791,21.39852667,48.71809809
12,58.11200781,37.62501563,9.331230469,8.709875,1.6970634,0.8189759,-0.43161908,-0.08941422,-0.6437651,-2.506626,-1.9662925,-1.8510362,163.9083281,50.96419141,10.21398926,8.745353516,1,-1,1,1,11,11,11,13,-0.08576965,0.043693542,0.13599396,0.029594421,0.23426756,2.2601075,0.35121506,8.25361,0,0,0,0.12093012,0.033119105,0.023503453,0.25945833,-0.07791561,26.91714804,86.1917604,3.273137733,125.2626872
13,38.13833984,9.698893555,8.817567383,7.778112305,-1.6231761,-1.6436913,-1.4081129,-1.4486668,2.0512104,-0.990549,-1.1762232,1.5766461,100.4266172,26.02940234,19.10283594,17.47119727,-1,1,-1,1,13,11,13,13,-0.10210991,1.4660778,-1.8232079,-0.08721924,1.7148128,27.14597,32.95274,0.34417847,0,0.89715445,0,0,-0.007448186,0.31949306,0.1280296,-0.058487073,8.643347648,16.25607534,38.4198285,58.83483759
14,80.53532031,12.7808418,11.70098926,8.563443359,0.15829642,2.188079,1.7931645,0.65400326,-0.8092196,3.004311,2.8084843,-2.5939877,81.54644531,57.70686328,36.12603516,10.46157031,1,1,-1,-1,11,13,11,13,-0.027219296,-0.40411043,0.03264284,0.16985369,0.32402915,4.0561366,0.7511589,27.714966,0,0.181115,0.34662294,0.2419641,0.032751985,-0.036364764,0.45419636,0.058619324,19.01765384,81.80394807,19.01765384,136.8489213
15,48.85529297,33.57257031,26.41450781,21.24878711,1.9602402,-0.6939256,1.2449907,0.093085624,-1.8573577,1.8955975,-0.6693946,0.79692644,176.9015313,41.98532813,49.67044922,21.34091406,-1,-1,1,1,11,11,11,11,0.05866146,-0.05590725,0.08746815,-0.005095482,0.85118634,0.14349945,0.8649194,0.84642434,0.037226994,0,0.041757606,0,0.001629987,-0.026568236,-0.029869981,-0.025321068,35.2566722,93.33523163,88.19741385,219.0644067
16,67.06997656,57.08363672,35.71053516,11.55635742,1.2388839,0.4521184,1.2897419,-1.0353853,-2.648561,-0.78090376,1.5745093,0.5964237,125.4700234,63.01805078,69.76401563,18.32422656,1,1,-1,-1,11,13,13,11,0.003988266,-0.021448135,-0.007084847,-0.02468586,0.05260599,0.6692471,2.599342,0.8528033,0,0.01974786,0,0,-0.000576787,0.055658318,0.042698655,-0.004455767,92.05135734,95.68739965,92.05135734,209.0086835
17,59.94451953,57.51273828,38.97827344,35.00964063,-1.980032,0.49051934,-1.6077372,0.45960382,-2.3248875,-3.087058,1.6161623,0.07040821,221.2264531,64.57172266,101.1846094,38.77297656,-1,1,1,-1,13,13,13,13,0.028274536,-0.024284363,-0.016555786,-0.014587402,1.4935504,1.5763798,0.39129484,0.6623275,0,0,0,0.065977715,-0.00683203,-0.010633377,-0.002335683,-0.017468179,89.75225338,189.961114,104.3551132,330.4744552
18,51.21367188,16.98808789,10.80381934,8.628084961,-1.2904441,-2.1191132,-1.6926707,-1.5866746,-0.37708408,2.773193,2.876044,-2.961349,100.1112344,71.72278125,30.34793555,21.96767773,1,1,-1,-1,13,11,11,13,0.04831314,-0.07578468,0.07382774,-0.060743332,0.59136873,0.49800864,0.9933926,2.4124856,0,0,0,0,-0.009546858,0.026100552,0.057232477,-0.021117488,5.985481199,40.9011432,5.985481199,90.68151163
19,63.28938672,46.43334766,12.84411328,11.04270898,1.6056222,2.2417095,2.308142,2.1639833,3.082248,-0.5329427,0.76260376,0.2194179,163.9740156,220.9224219,65.21715625,48.70184766,1,-1,-1,1,11,11,13,13,-0.10443115,-0.066352844,0.17118454,0.1560669,0.53504854,0.1329936,0.5969495,0.7685732,0,0,0,0,0.004052233,0.004817571,-0.008367222,-0.009732172,6.620167493,111.0752361,6.620167493,140.173516
20,69.60621875,45.55446094,34.55184766,26.65802734,-0.1840337,-0.45623887,0.5443649,-1.5223444,2.5160236,1.5859731,-1.9626524,1.084686,70.78827344,50.37844531,39.79895313,63.99467969,-1,1,-1,1,11,11,11,11,-0.004550934,-0.07430267,-0.058177948,0.04078293,0.8044435,0.003357252,1.5160306,0.31623486,0,0,0,0,0.047498547,-5.91E-05,0.008051865,0.00442368,52.79293674,96.05232874,52.79293674,189.4239064
21,138.0003594,23.66036914,16.14138965,14.04139648,-0.096310794,-0.27020153,-0.24470453,-0.2429419,2.065703,0.6007672,1.2772335,1.2805774,138.6408906,24.5293457,16.62741797,14.45819141,-1,1,1,-1,11,11,13,13,-0.071826935,-0.26836205,-0.14209557,-0.039686203,1.7650733,1.3162891,0.9324962,1.0273228,0,0,0.8777389,1.1453255,0.005614201,0.014404943,-0.019432152,-0.001146117,0.219396859,77.06654286,0.219396859,93.78541929
22,95.41832031,20.43454688,18.86347461,14.03983008,0.9313276,0.5994534,-0.9438974,-1.450869,2.824417,-0.2935098,-0.018380007,-0.13043465,139.8787969,24.21733789,27.90952734,31.59812891,-1,1,-1,1,11,11,13,13,-0.020450592,0.056232452,0.033679962,-0.043571472,1.6223344,1.1035218,3.7606416,0.050292417,0,0.05255927,0,0.15102878,-0.000723953,0.09387451,-0.023916326,-0.032133225,8.538532204,89.52633936,8.538532204,208.929636
23,73.54083594,68.72341406,44.06106641,41.3569375,-1.2492666,-1.7130353,-1.1653094,-0.7452637,-1.0807776,-2.913607,0.45184395,1.7528745,138.7899531,196.758125,77.51982031,53.38366016,-1,1,1,-1,13,11,13,11,0.00945282,-0.19285583,0.029754639,0.018550873,2.5109034,0.37897733,0.9098364,0.25674784,0,0,0,0,-0.002311433,-0.005476346,-0.003857935,-0.001943489,79.09582021,93.92307726,79.09582021,239.7314669
24,29.01364453,27.03720703,9.262736328,8.260697266,-0.71706975,0.8092998,-0.18991417,-0.58390796,-0.8974062,2.193499,-2.3755317,-2.4018905,36.79819531,36.38553125,9.43087207,9.709977539,1,-1,1,-1,13,13,13,13,-0.014820576,0.04777527,0.15712929,-0.15293598,1.6604735,0.9235818,1.6851436,0.24486941,0,0,0,0,-0.015069793,0.017330425,-0.04720307,-0.0529289,3.4828213,73.12314964,3.4828213,90.70003382
25,205.9220625,122.3400156,95.74441406,8.915416992,0.8788372,0.09857879,0.38987458,-0.830733,-1.0347658,2.6438591,-0.633268,1.3502918,290.6964375,122.9349375,103.1137891,12.17279883,1,1,-1,-1,13,11,13,11,0.45138693,0.62342787,0.5891886,38.09746,2.545464,0.7756756,0.39871517,5.5920486,0.005229137,0,0,0.13810667,0.008521527,0.000573653,0.009109632,-0.016822847,50.95215657,89.13039781,50.95215657,430.0778656
26,48.02994141,20.9437207,19.68276953,13.76308984,-1.6521603,-1.2445704,0.4558876,-1.6075777,-2.0921786,-0.71117413,-0.49470794,2.0818691,129.9180156,39.36917969,21.76381055,35.72264844,-1,-1,1,1,11,13,11,11,0.022823334,16.347437,0.030292511,16.51936,0.17826024,3.682185,0.689575,0.78741306,0.024792096,0,0,0,0.04437443,0.055213396,0.007475854,0.13188092,44.73521954,89.14951373,34.01116839,130.6133731
27,106.3230547,53.10962109,45.83892969,42.20776172,-0.9983232,0.735847,1.9032168,-0.3224567,2.3968503,2.8387651,-1.8948975,-2.7271025,163.8557656,68.14889844,157.147875,44.4211875,-1,-1,1,1,11,11,11,11,0.002351761,-0.029657364,-0.1017437,0.014123917,3.002664,1.7952269,0.96268857,0.4199325,0,0,0,0,-0.001982063,0.028261637,-0.00278811,0.032791156,62.1185109,304.8943599,62.1185109,388.7191632
28,34.28598438,32.96578516,15.47693945,9.695592773,-0.40969303,1.2910489,-1.6177999,-1.7271103,0.982263,-2.2306955,-0.62201154,2.6148791,37.20388281,64.47417188,40.55219141,28.12776172,-1,1,1,1,11,11,13,11,47.79244,47.715267,-18.145222,-16.854506,1.9418633,1.8353267,6.961379,5.1743503,0,0,0,0.17300688,-0.018996038,-0.001203837,-0.03069488,0.006207028,37.0310059,93.01990316,24.50885598,168.7738101
29,80.02059375,69.21476563,65.62613281,15.07835059,1.097424,0.6507972,0.11852544,-1.0367389,2.2223418,-0.17591342,-1.5483083,2.8525925,133.2410156,84.39696094,66.08764063,23.93421094,1,-1,1,-1,13,11,11,13,0.013701439,0.050388336,0.059253693,-0.036787987,0.36719325,2.3262136,2.9718828,1.5743387,0,0,0.025249148,0,0.001422093,-0.008303884,0.000585565,0.037991464,91.59087266,92.7984914,91.59087266,271.6018909
30,50.79362891,24.25154492,9.268038086,7.840288086,-0.86753523,-0.0699223,-1.2630458,-0.18388687,0.15600868,-1.5643278,-1.8902221,3.0132713,71.13699219,24.31085352,17.69716602,7.973219238,1,-1,1,-1,11,11,11,11,0.006919861,0.03173065,0.040908813,0.10909271,2.40715,0.6260097,0.24019992,2.3445504,0,0,0,0,-0.011214925,0.057753045,0.08777844,0.08016988,14.52190097,60.47145941,14.52190097,88.80593092
31,32.89320703,28.92942383,8.332624023,7.349180176,1.9921325,0.31669298,0.10020601,1.4741017,-0.43105808,2.7551005,-2.4434407,0.72023237,122.8159688,30.39250391,8.375160156,16.8890957,1,-1,1,1,13,13,13,13,0.16942787,-0.05458069,-59.244156,-58.85823,3.479028,1.7960353,1.4459413,14.060998,0,0,0,0,0.02644933,0.016642002,0.10881619,-0.114976645,16.37882555,84.62881407,19.49180218,105.7844272
32,43.77289063,43.14362891,11.75206836,7.030378906,2.0315726,2.3018837,-2.2668967,-0.19856383,-1.0253263,2.2845006,0.8313008,-1.662261,169.7775,217.7255938,57.30921484,7.170208984,1,-1,-1,1,11,11,11,13,-0.11445236,-0.1214447,-0.11398125,-0.22332191,1.0008287,1.168867,3.1042979,8.548535,0,0,0.13483122,0.15308438,0.004532105,0.000269249,-0.03897528,-0.021511896,87.40477077,195.325076,64.36168189,319.2300565
33,60.41108984,51.79472266,25.80878125,13.58913672,-1.5612565,0.8786734,-0.31541696,-0.9147209,1.4352401,-1.7446231,-1.0555961,1.9436706,150.2628281,73.10921094,27.10329102,19.68187305,-1,-1,1,1,11,11,11,11,-0.007209778,-0.038734436,0.06437683,-0.020263672,1.7902523,3.103181,2.7643893,0.12224148,0,0,0,0,0.011073954,-0.016413616,0.09752586,-0.027554188,23.7268152,91.37216642,74.49571489,247.3113848
34,71.653125,33.61956641,19.48824219,11.39498047,0.1397967,-1.0872567,-0.027883371,0.38524565,-0.037931483,-0.5994668,-0.18508512,-0.15742628,72.35442969,55.52718359,19.49581836,12.2510791,1,-1,1,-1,11,11,11,11,0.13112593,-0.001971722,0.02568388,0.001051903,0.28736427,0.78361446,1.8719267,0.05110067,0.26103392,0,3.1627247,5.4090433,-0.007568091,0.005533359,0.02697057,0.23240295,6.213991539,69.6092982,6.213991539,83.65367552
35,47.57197266,45.42333984,15.99930078,15.88149805,1.0820088,1.0905199,0.33391827,0.34172067,-2.2122066,0.824166,2.5084105,2.5177677,78.24435938,75.21792969,16.89992188,16.8181543,1,-1,1,-1,11,11,13,13,0.019312382,-0.05280161,-0.05361414,-0.043732166,0.64013624,0.41680047,0.52221245,0.10602682,0,0.025238533,1.000231,1.0084219,-0.001274536,0.008569841,-0.017619008,-0.017749699,0.287261333,92.84269034,0.287261333,128.8069987
36,35.74143359,26.88287109,17.90510352,11.45935352,-0.20484169,0.27020514,-0.408872,-0.10896335,-1.1798946,2.219639,2.518389,1.9790814,36.49407031,27.87042773,19.42272461,11.52744922,1,-1,-1,1,13,13,11,11,-0.04531288,-0.029800415,-0.14876747,-0.080093384,0.79192704,0.065867685,6.0884447,1.2216464,0,0,0,0,-0.017062934,-0.02268559,-0.034908924,0.00278507,8.765766661,63.25140634,8.765766661,91.91664173
37,30.34125195,10.87482813,9.297063477,7.806248535,-2.1878653,-2.2357395,1.2152332,-1.830159,-0.19774185,1.5948795,-2.5662696,0.22761215,136.9652344,51.43972656,17.04984375,24.96174023,1,-1,1,-1,13,13,13,13,-0.16734028,-1.1832209,0.26903343,0.089095116,3.2083592,10.160481,2.6866288,0.79564,0,0.498576,0.14964496,0,-0.008176462,0.2684436,0.25991568,0.1040054,8.539660441,57.42025222,8.539660441,121.9952202
38,72.99167188,12.98543848,8.965878906,7.453316406,-0.7016537,-0.74001724,-0.78336793,1.1485683,-0.41111088,2.1231306,2.576612,-0.8143093,91.70857813,16.70626953,11.86049707,12.93478613,1,-1,1,1,11,11,11,13,-0.005987406,0.129498,-0.01710248,-10.402351,1.855685,0.3751306,0.9858727,1.2450576,0,0,0,0,0.038467072,-0.09335033,-0.11714274,-0.039996974,4.873784642,58.7681521,24.50526627,100.3695674
0,49.04512109,38.04930859,35.70669141,34.41566406,-0.8824111,-1.7335045,-1.3760306,-0.13118172,-2.775975,0.22967395,0.7241392,-1.7246517,69.41128125,111.0492031,75.19361719,34.71221094,1,1,-1,-1,13,11,13,11,0.013916016,-0.09067154,-0.059360504,0.004734039,0.6902428,1.5621476,1.1607653,0.94761634,0,0.061442792,0,0,-0.012752837,0.08757648,0.04589797,-0.007120195,84.95732202,88.00465556,84.95732202,183.1375664
1,28.31565039,27.37948047,18.38179297,7.977390137,2.3774438,1.713762,1.0104392,1.1597165,-1.45692,-2.9390755,1.5281202,0.80557835,153.8970938,78.44210938,28.59184375,13.97121875,-1,1,1,-1,13,13,13,13,-0.094358444,0.06606865,-0.027849197,-0.15577126,0.3799308,0.3951167,1.3056349,0.60028267,0,0,0,0,-0.006449648,0.005853467,-0.038320523,-0.08829954,8.752507305,56.59672426,29.41899147,92.42066966
2,52.65876563,50.90827344,39.15910547,28.92913086,2.245771,1.0578663,0.9952149,1.8823078,-2.237309,0.27803475,-2.8618033,0.6080705,251.538875,82.15105469,60.20613672,97.21467969,1,-1,1,-1,11,11,11,11,0.037513733,-0.057582855,0.057754517,-0.013023376,1.1187605,0.5156462,2.4314086,3.4339309,0,0,0,0.20692074,-0.004988566,0.032526165,0.016668918,0.033117343,73.22464258,118.1304428,73.22464258,197.8051424
3,188.3323438,136.2036094,56.81759766,11.38873145,0.6310332,-0.6675295,0.570828,0.637045,-1.0333078,2.6281483,-1.0222206,1.0284747,227.0905313,167.6931875,66.32855469,13.77927832,1,1,1,-1,13,11,11,13,0.035928726,0.36174202,71.73076,0.051885605,1.6154442,53.068687,0.75267965,0.6252667,0,0,0,0,-0.002291409,-0.00399146,0.01402358,0.019838646,79.45192296,79.45192296,206.0548602,449.9426983
4,73.05563281,36.00342188,34.77283984,28.75043945,0.06796946,-1.9286042,0.081867516,-2.4864023,2.0499742,3.0742655,-2.2825913,-0.68923146,73.22445313,126.4665938,34.88959375,173.957,1,1,-1,-1,11,13,13,13,-0.20046616,-0.1813469,-0.0079422,-0.2565956,1.2894021,2.865186,5.8352585,0.06526186,0,0,0.029862205,0,-0.005723179,-0.005000677,-0.007562962,-0.006262217,63.90142035,89.50704,176.1993304,283.3010409
5,45.56091406,42.68153125,20.50274805,11.71093066,0.99241847,1.5680989,-0.22769548,-1.6134893,-0.109430544,2.9785538,1.0846734,-1.5683464,69.90032031,106.8310703,21.0365332,30.5627207,-1,1,-1,-1,13,13,11,13,0.060562134,0.051582336,-58.755203,-57.172794,0.61056745,1.4639437,3.2688437,8.358269,0,0.031260867,0,0.098581694,0.052033193,0.05359564,0.024536908,0.006911487,91.84417269,110.5628562,52.46855226,194.8736075
6,65.42163281,35.77455859,15.09213086,11.63962207,-0.8339631,-1.074573,0.033713963,-0.3203671,-1.8763368,0.40994343,1.4608458,2.0912402,89.52132813,58.49472656,15.10107813,12.24252148,-1,1,-1,1,11,11,13,13,0.04407692,0.010032654,0.36370277,0.020868301,0.19250421,0.7986359,14.540135,2.4457202,0,0.028988183,0.15930896,0.25911728,-0.000242869,0.029376652,0.033136424,-0.05280976,9.477771024,88.81202845,9.477771024,133.7587322
7,63.78380078,40.10707422,21.19517188,10.36430957,0.2946816,-0.67820746,1.236929,1.3933258,-0.17143026,-1.8585001,-2.9653988,2.992877,66.57330469,49.69003125,39.58521875,22.16159766,1,-1,1,-1,11,11,13,13,0.004859924,-0.033929825,-0.011884689,0.050231934,0.7102636,0.7650245,0.3954382,0.22798485,0,0,0,0,-0.01409372,-0.011428852,-0.006165281,-0.063984394,5.330982134,91.26001208,5.330982134,163.6801075
8,28.95854492,28.54344922,8.355206055,7.019400879,0.35677484,2.377282,0.6277341,2.1831727,-2.867942,0.35240382,0.14080732,3.0264318,30.82121875,155.1104688,10.05616309,31.54220898,1,1,1,-1,11,11,11,13,0.018424988,0.35581398,20.177647,21.206554,1.1661061,4.0854506,7.652806,0.9414476,0,0,0,0,0.0353788,0.10669694,0.55916715,0.33025426,999,89.39678728,20.09224443,109.5856251
9,99.81842969,28.41898633,10.97969238,10.28916406,-0.12197401,1.1720377,-0.65592223,-0.3944211,0.5109836,1.4919821,-2.8764486,-2.7740757,100.5618828,50.27744922,13.42793164,11.10042871,-1,1,1,-1,11,11,13,13,0.15797901,-0.050807953,0.032971382,0.010091782,1.7846177,1.685043,0.5330645,1.6709951,0,0,0.93761647,1.0908841,0.008249607,0.075445436,-0.05369837,-0.05730218,2.999567166,89.26861697,2.999567166,143.8601506
10,35.39958203,31.61088086,9.356226563,7.311662109,2.1090097,0.97651786,1.4205439,1.4729939,-0.94455636,2.088384,-0.49599725,-0.82913977,147.9957031,47.91928125,20.49487109,16.78613086,1,-1,-1,1,13,13,13,13,-0.055728912,-0.10559845,0.13597107,0.10920334,0.66012824,0.44582453,1.3991749,1.0123036,0,0,0,0,-0.019200368,-0.043140974,-0.1355239,-0.14383171,2.784887932,77.83435172,2.784887932,92.36162247
11,47.61533984,39.25403516,20.91286719,16.22688184,-0.059259184,1.9679099,2.4421287,0.3232328,-1.5202343,-2.9549665,-0.36733124,0.38601142,47.69908594,143.188,121.1322266,17.08197656,1,-1,1,1,13,11,13,11,-85.726524,-0.06775999,-0.11861658,-0.056602,29.456652,2.0869915,2.52849,1.385997,0,0,0,0.32593617,-0.003972629,-0.023786943,-0.011628612,0.12954752,68.34303388,68.34303388,106.8704238,194.3884165
12,80.43246094,42.10056641,28.48420898,14.41488672,-1.9121411,-2.0476964,-1.7332374,-1.0897288,-2.6314418,0.26017183,1.3968145,0.098607786,278.108375,165.8564219,83.11202344,23.85501758,-1,-1,1,1,11,11,11,11,-0.02942276,0.02254486,0.03276062,0.02917099,1.8274245,0.47704244,0.50242156,0.2132388,0,0,0,0,-0.003186178,0.07992372,0.06486577,-0.07018687,24.8324625,86.89958017,24.8324625,170.6564952
13,50.71546094,33.09751563,12.24164355,8.078165039,2.0855992,0.9416564,2.415674,-1.2916158,2.9511583,-0.28796995,-1.1926268,0.52440244,207.2651406,48.8885625,69.08347656,15.80689941,-1,1,-1,-1,13,13,13,11,0.09504032,0.02460289,-47.801983,-47.933014,1.532799,2.1445875,0.90818083,10.23649,0,0,0,0,-0.008508292,-0.016474508,0.03942881,-0.06848943,36.89638025,95.63023421,63.72094049,177.0115006
14,176.8637656,44.34258594,19.62145703,11.02981543,0.08302933,-2.1534772,-0.17412025,1.5528318,-0.8791558,1.9153583,-1.8079553,0.4121515,177.4737813,193.5740781,19.91992969,27.22422461,-1,-1,1,1,13,13,13,11,71.472275,-0.086444855,0.05489731,0.5764046,127.21394,1.2262274,2.5054564,0.7744077,0,0,0,0.13616404,0.004146996,-0.003168044,-0.016913636,0.08701765,54.9134502,88.72353199,88.6286246,359.3217686
15,53.36831641,47.37864453,8.376080078,7.201380859,1.9968091,1.9356849,1.3419069,-0.0800565,0.79080087,-1.8790407,-0.5540413,1.0362358,200.1654688,167.5572969,17.11936719,7.225242676,1,-1,1,-1,13,13,11,13,0.15658855,-0.2273717,-0.00530529,0.04716587,0.4231742,0.25387925,0.26760307,0.52697235,0,0,0,0,-0.006539657,0.03979013,0.1728831,-0.029479379,48.67828952,97.83246682,16.33945719,130.8303156
16,41.24517578,32.83600391,15.42450586,13.73333008,2.019654,0.8131279,0.3655136,1.7551236,-3.0111234,-0.18811707,-0.63589156,-0.09020123,158.1426406,44.30264844,16.46638672,40.90519531,1,-1,-1,1,11,11,11,13,0.3004408,0.025485039,0.14396954,0.02700138,1.6236391,0.11901633,2.4023278,0.54014957,0,0,0,0,-0.013104748,-0.003247842,0.122341976,-0.000304131,66.06586029,86.62318049,23.25511056,123.7952463
17,60.02376953,37.00015234,23.50164648,8.463873047,-0.7637861,0.7396021,0.5838643,-0.5357285,-1.4060274,-0.29689795,2.1440055,-1.3882217,78.39964063,47.58969922,27.62257227,9.707789063,-1,1,-1,1,11,11,11,11,0.0169487,-0.027141571,-0.005962372,42.50565,3.2707684,2.8659873,0.3866983,1.7789179,0,0,0,6.8997984,-0.002394986,0.017898338,0.06075741,0.14297959,5.167123946,92.20865515,32.28290294,148.2064329
18,50.04741797,49.07298438,15.90268555,15.03376172,1.6327417,1.3347626,1.1686246,0.7605147,1.5293643,-2.2995744,0.88844347,-0.3483426,132.9580156,99.675,28.0551875,19.59502539,1,-1,1,-1,13,13,11,11,0.021308899,-0.039608,-0.023216248,0.038661957,1.1049136,0.70671195,1.1739812,1.4717295,0,0,0,0,0.009394787,-0.00726769,-0.044656117,-0.00777558,19.0203499,94.48962759,19.0203499,133.283423
19,48.90678906,35.88671094,29.9694043,29.22490039,0.95422614,1.6112098,1.6320277,1.7263529,2.236217,-0.846006,2.3664985,-1.4849424,72.91440625,93.45820313,79.56528125,84.72380469,-1,1,-1,1,11,11,11,13,-0.03288269,-0.12520218,-0.2634163,-0.29854202,3.2622802,4.3000574,3.6345208,1.5838395,0,0,0,0,0.019719671,0.015711766,0.087059826,0.086838834,65.55207749,88.31435675,55.5709255,149.9413705
